FILM;ID ACTEUR;PERSONNAGE;
tt13217756;nm2865434;Islanders;
tt13217756;nm0129492;Margaret;
tt13217756;nm0443373;The Cowboy;
tt13217756;nm2239702;Jess;
tt13217756;nm0693431;Alan;
tt13217756;nm1093971;Tomo;
tt13217756;nm7694990;Smiling Boy;
tt13217756;nm10299345;Young Esus;
tt13217756;nm2742856;Larry;
tt13217756;nm10262986;Islanders;
tt13217756;nm4123351;;
tt13217756;nm11952706;Islanders;
tt13217756;nm7169013;Islanders;
tt13217756;nm0428765;Jason;
tt13217756;nm0000179;Sam;
tt13217756;nm3506828;Veronica;
tt10482370;nm0001833;Mrs. Martin;
tt10482370;nm3713580;Mya;
tt10482370;nm0443373;The Cowboy;
tt10482370;nm2239702;Jess;
tt10482370;nm8463347;Kail;
tt10482370;nm11050278;Talulah;
tt10482370;nm1093971;Tomo;
tt10482370;nm7694990;Smiling Boy;
tt10482370;nm1881980;Epona;
tt10482370;nm0149447;Preacher;
tt10482370;nm9135274;Ellie;
tt10482370;nm2742856;Larry;
tt10482370;nm0365140;Helen;
tt10482370;nm0175916;Mr. Martin;
tt10482370;nm0428765;Jason;
tt10482370;nm11417678;Boy with Glasses;
tt10482370;nm0000179;Sam;
tt10482370;nm2776085;Professor Mimir;
tt9076562;nm0136797;Gary Zimmer;
tt9076562;nm3850079;Pearl;
tt9076562;nm0177933;Jack Hastings;
tt9076562;nm0126284;Faith Brewster;
tt9076562;nm5575649;DNC Staffer;
tt9076562;nm1225590;Dave Vanelton;
tt9076562;nm4127482;DNC Staffer;
tt9076562;nm9905638;DNC Staffer;
tt9076562;nm0337705;Father Heuvel;
tt9076562;nm0786641;Mayor Braun;
tt9076562;nm0333410;Kurt;
tt9076562;nm1510705;Councilman Jacobson;
tt9076562;nm0766005;Big Mike;
tt9076562;nm1837986;Evan;
tt9076562;nm0450775;Councilman Pietkowski;
tt9076562;nm3636697;Gary's Assistant;
tt9076562;nm4746345;DNC Staffer;
tt9076562;nm2079627;Kaplan;
tt10633456;nm0184981;Mr. Harlan;
tt10633456;nm0521728;Brother Roy;
tt10633456;nm7132227;June;
tt10633456;nm3081796;Jacob;
tt10633456;nm2830632;Bonnie;
tt10633456;nm10838063;Older Kid;
tt10633456;nm3680658;Monica;
tt10633456;nm1387487;Randy Boomer;
tt10633456;nm0950926;Soonja;
tt10633456;nm9036839;Lab Tech;
tt10633456;nm2026324;Dowsing Dan;
tt10633456;nm8081725;Mrs. Oh;
tt10633456;nm0001599;Paul;
tt10633456;nm0662669;Debbie;
tt10633456;nm10910136;David;
tt10633456;nm2020278;Billy;
tt10633456;nm10942337;Anne;
tt10633456;nm10397406;Johnnie;
tt8143990;nm0878495;Abe;
tt8143990;nm3834375;Volunteer;
tt8143990;nm4369276;Jacuzzi Salesman;
tt8143990;nm0000700;Theresa;
tt8143990;nm1570753;Victor;
tt8143990;nm0411980;Stovik;
tt8143990;nm0370022;Man Pumping Gas;
tt8143990;nm5007768;Jenny;
tt8143990;nm0074375;Sue;
tt8143990;nm2106082;Bartender;
tt8143990;nm0420955;Robert;
tt8143990;nm0752799;Kelli's Boyfriend;
tt8143990;nm0048260;Baggage Claim Clerk;
tt8143990;nm0006970;Althea;
tt8143990;nm6637304;Kelli;
tt8143990;nm1752221;Melanie;
tt8143990;nm0939697;Old Dolio;
tt8143990;nm0728936;Farida;
tt7984766;nm0443321;Scrope;
tt7984766;nm9941172;Grey;
tt7984766;nm0249291;Falstaff;
tt7984766;nm4814142;Molly;
tt7984766;nm7077109;Cloaked Man;
tt7984766;nm2835616;Thomas;
tt7984766;nm1093971;Westmoreland;
tt7984766;nm5994557;Scot Soldier;
tt7984766;nm1433660;Northumberland;
tt7984766;nm5361352;Cambridge;
tt7984766;nm4788175;Herald;
tt7984766;nm0253097;Dorset;
tt7984766;nm0578853;King Henry IV;
tt7984766;nm6919812;Beale;
tt7984766;nm6077951;Hotspur;
tt7984766;nm0365317;William;
tt7984766;nm0369854;Archbishop of Canterbury;
tt7984766;nm3154303;Hal;
tt2935510;nm0253708;Lorraine Deavers;
tt2935510;nm0784815;Sal;
tt2935510;nm0632629;Franklin Yoshida;
tt2935510;nm0000093;Roy McBride;
tt2935510;nm1017646;Willie Levant;
tt2935510;nm1550948;Helen Lantos;
tt2935510;nm0000239;Eve;
tt2935510;nm0651159;Lieutenant General Rivas;
tt2935510;nm2324837;Woman in White Pants;
tt2935510;nm0004986;Adjutant General Vogel;
tt2935510;nm0000363;Donald Stanford;
tt2935510;nm0278125;Brigadier General Stroud;
tt2935510;nm0000169;H. Clifford McBride;
tt2935510;nm0791467;Captain Lu;
tt2935510;nm0000661;Thomas Pruitt;
tt2935510;nm1334507;Captain Lawrence Tanner;
tt2935510;nm5028271;Female Flight Attendant;
tt2935510;nm0438500;Arjun Dhariwal;
tt7563270;nm3480246;Tess;
tt7563270;nm4527012;Scott;
tt7563270;nm2759534;Eddie;
tt7563270;nm5863722;Ariel 'Ari';
tt7563270;nm0311250;Nicky;
tt7563270;nm5076140;Rosalyn;
tt7563270;nm0357979;Fred;
tt7563270;nm1056894;Manny;
tt7563270;nm8567129;Heather;
tt7563270;nm6729097;Santos;
tt7563270;nm2797756;Will;
tt7563270;nm6091402;Raven;
tt7563270;nm0836432;Jake;
tt7563270;nm7059007;Becky;
tt7563270;nm4910596;Sasha;
tt7563270;nm2624186;Simone;
tt7563270;nm0817027;Howard;
tt7563270;nm9429215;Line Cook;
tt4635282;nm1779870;Prairie Johnson;
tt4635282;nm0000481;Nancy Johnson;
tt4635282;nm5155952;Alfonso 'French' Sosa;
tt4635282;nm2063811;Jesse;
tt4635282;nm0891895;Renata;
tt4635282;nm2617600;Steve Winchell;
tt4635282;nm4667984;Karim Washington;
tt4635282;nm3495649;Rachel;
tt4635282;nm2939030;Scott Brown;
tt4635282;nm0440229;Pierre Ruskin;
tt4635282;nm0809613;Betty Broderick-Allen;
tt4635282;nm0005042;Dr. Hunter Aloysius 'Hap' Percy;
tt4635282;nm3153699;Principal Gilchrist;
tt4635282;nm8401660;Buck Vu;
tt4635282;nm1981893;Elias Rahim;
tt4635282;nm0934113;Abel Johnson;
tt4635282;nm1710309;Homer;
tt4635282;nm3223090;Angie;
tt4353250;nm10444230;Candy Lady;
tt4353250;nm0036651;Wanda Fails;
tt4353250;nm1587729;Clayton;
tt4353250;nm1597013;Mary;
tt4353250;nm8629338;Jimmie Fails;
tt4353250;nm10438083;Preacher;
tt4353250;nm0000418;Grandpa Allen;
tt4353250;nm10444228;Nitty;
tt4353250;nm3718007;Montgomery Allen;
tt4353250;nm10971417;Arturo;
tt4353250;nm6699788;Terry;
tt4353250;nm1100245;Ricky;
tt4353250;nm10444095;Kofi;
tt4353250;nm4196182;Phyllis;
tt4353250;nm10444096;Jordan;
tt4353250;nm1726032;James Sr.;
tt4353250;nm10444097;Gunna;
tt4353250;nm0258402;Bobby;
tt6266538;nm0000288;Dick Cheney;
tt6266538;nm0010736;Lynne Cheney;
tt6266538;nm0136797;Donald Rumsfeld;
tt6266538;nm0005377;George W. Bush;
tt6266538;nm0550371;Paul Wolfowitz;
tt6266538;nm0924154;Wayne Vincent;
tt6266538;nm0687146;Kurt;
tt6266538;nm0012289;George Tenet;
tt6266538;nm0683467;Mary Cheney;
tt6266538;nm4759617;Secret Service Agent;
tt6266538;nm0131966;Gerald Ford;
tt6266538;nm1143816;Liz Cheney;
tt6266538;nm0004986;Condoleezza Rice;
tt6266538;nm1347153;Colin Powell;
tt6266538;nm0005095;Scooter Libby;
tt6266538;nm0573134;David Addington;
tt6266538;nm1662118;Secret Service Agent;
tt6266538;nm7216422;Mary Matalin;
tt7125860;nm10552902;Black Cat #1;
tt7125860;nm8460487;Tish Rivers;
tt7125860;nm10021444;Young Tish;
tt7125860;nm1986960;Victoria Rogers;
tt7125860;nm1587729;Hayward;
tt7125860;nm3500582;Ernestine Rivers;
tt7125860;nm9584861;Sheila Hunt;
tt7125860;nm6372377;Adrienne Hunt;
tt7125860;nm0526019;Pedrocito;
tt7125860;nm4150847;Alonzo 'Fonny' Hunt;
tt7125860;nm0004729;Frank Hunt;
tt7125860;nm0254712;Mrs. Hunt;
tt7125860;nm0005093;Sharon Rivers;
tt7125860;nm0231458;Joseph Rivers;
tt7125860;nm4534098;Officer Bell;
tt7125860;nm3109964;Daniel Carty;
tt7125860;nm1053122;Black Cat #2;
tt7125860;nm10021443;Young Fonny;
tt1226837;nm0136797;David Sheff;
tt1226837;nm5046593;Diane;
tt1226837;nm8912069;Kid;
tt1226837;nm0000459;Dr. Brown;
tt1226837;nm0306388;Nurse @ Bellevue;
tt1226837;nm6244013;Nic Sheff (12 Years Old);
tt1226837;nm0268281;Julia's Mother;
tt1226837;nm8575362;Nic Sheff (5 Years Old);
tt1226837;nm8912068;Kid;
tt1226837;nm0005491;Karen Barbour;
tt1226837;nm2640887;Julia;
tt1226837;nm8087548;Jasper Sheff;
tt1226837;nm0032628;Annie Goldblum;
tt1226837;nm0928087;Vince;
tt1226837;nm5403494;Flight Attendant;
tt1226837;nm7294937;Daisy Sheff;
tt1226837;nm7295330;Kid;
tt1226837;nm3154303;Nic Sheff;
tt5884230;nm3641002;Troy Sloan;
tt5884230;nm0776079;Cherie Parkinson;
tt5884230;nm0278979;Melanie Sloan;
tt5884230;nm0005561;Jason Hatfield;
tt5884230;nm3318532;Admissions Receptionist;
tt5884230;nm0790688;Craig Fisher;
tt5884230;nm0925234;Nick Pascale;
tt5884230;nm4866467;Busker;
tt5884230;nm0004267;Xavier;
tt5884230;nm0500269;Azalia's Hostess;
tt5884230;nm0001774;Brad Sloan;
tt5884230;nm5899272;Maya;
tt5884230;nm8470800;Ananya;
tt5884230;nm2403407;Admission Officer;
tt5884230;nm0323177;Female Professor;
tt5884230;nm5924611;Chris Kanew;
tt5884230;nm1318596;Billy Wearslter;
tt5884230;nm0923852;Harvard Mother;
tt4758646;nm0428933;Dick Waddle;
tt4758646;nm0309236;Plotti Balotti;
tt4758646;nm8862935;Presidential Aide;
tt4758646;nm0001688;Pat Mackinnon;
tt4758646;nm0370892;Pete Duckman;
tt4758646;nm1910274;Cory Staggart;
tt4758646;nm5518972;Andy Moon;
tt4758646;nm0333410;Matt Little;
tt4758646;nm0000093;Glen McMahon;
tt4758646;nm0942782;Frank Groom;
tt4758646;nm0079418;Simon Ball;
tt4758646;nm0001309;Greg Pulver;
tt4758646;nm0001162;Ray Canucci;
tt4758646;nm2406588;British Officer;
tt4758646;nm0001426;President Karzai;
tt4758646;nm2833846;Afghan Bureaucrat;
tt4758646;nm1794753;Vladislav Melnik;
tt4758646;nm1710309;Willy Dunne;
tt3967856;nm0456734;Epicurean Reporter;
tt3967856;nm3273353;Sarcastic British Reporter;
tt3967856;nm3673821;Mija;
tt3967856;nm7553003;Okja's Voice;
tt3967856;nm1322404;Hee Bong;
tt3967856;nm0200452;Jay;
tt3967856;nm2225945;Elderly Reporter;
tt3967856;nm3777533;Stylist 2007;
tt3967856;nm4561627;Choi Female Interpreter;
tt3967856;nm0002064;Frank Dawson;
tt3967856;nm9086162;Chang Cameraman;
tt3967856;nm0376602;Jennifer;
tt3967856;nm0842770;Lucy Mirando;
tt3967856;nm0350453;Johnny Wilcox;
tt3967856;nm9086161;Young Mija;
tt3967856;nm2175143;Mundo Park;
tt3967856;nm2807260;Make-up Artist 2007;
tt3967856;nm9086159;Señor Villacorta;
tt1212428;nm0005171;James Murray;
tt1212428;nm4948519;Brian Fawcett (15 Yr Old);
tt1212428;nm1500155;Henry Costin;
tt1212428;nm0813503;Madame Kumel;
tt1212428;nm5361352;Arthur Manley;
tt1212428;nm0616750;Willis;
tt1212428;nm3913549;Jack Fawcett (7 Yr Old);
tt1212428;nm0290117;Sir John Scott Keltie;
tt1212428;nm7555194;Jack Fawcett (3 Yr Old);
tt1212428;nm8468714;Brian Fawcett (7 Yr Old);
tt1212428;nm0578527;Lord James Bernard;
tt1212428;nm1092227;Nina Fawcett;
tt1212428;nm0431235;Urquhart;
tt1212428;nm0839146;Dan;
tt1212428;nm4043618;Jack Fawcett;
tt1212428;nm0001519;Sir George Goldie;
tt1212428;nm8880199;Tadjui;
tt1212428;nm0402271;Percy Fawcett;
tt6024606;nm8471892;Early Human;
tt6024606;nm8471894;Early Human;
tt6024606;nm8471891;Early Human;
tt6024606;nm5565563;Early Human;
tt6024606;nm8471890;Early Human;
tt6024606;nm5724069;Early Human;
tt6024606;nm8471897;Early Human;
tt6024606;nm8471899;Early Human;
tt6024606;nm4807912;Early Human;
tt6024606;nm0000093;Narrator;
tt6024606;nm8471896;Early Human;
tt6024606;nm8471895;Early Human;
tt6024606;nm8471898;Early Human;
tt6024606;nm8471893;Early Human;
tt6024606;nm2495986;Early Human;
tt4975722;nm8104400;Terrence;
tt4975722;nm7851611;Kevin age 16;
tt4975722;nm5218990;Black;
tt4975722;nm8401407;Portable Boy 3;
tt4975722;nm8401404;Longshoreman;
tt4975722;nm0991810;Juan;
tt4975722;nm8401410;Samantha;
tt4975722;nm8401405;Portable Boy 1;
tt4975722;nm6211068;Mr. Pierce;
tt4975722;nm1847117;Teresa;
tt4975722;nm8401406;Portable Boy 2;
tt4975722;nm7683379;Little;
tt4975722;nm7747557;Gee;
tt4975722;nm8401409;Terrel;
tt4975722;nm7683380;Kevin age 9;
tt4975722;nm0365140;Paula;
tt4975722;nm5480894;Chiron;
tt4975722;nm5429086;Azu;
tt1596363;nm0000288;Michael Burry;
tt1596363;nm0136797;Mark Baum;
tt1596363;nm0387900;Coach;
tt1596363;nm3363398;Analyst;
tt1596363;nm5647921;Lewis Ranieri;
tt1596363;nm0545008;Therapy Businessman;
tt1596363;nm2517511;Fund Manager;
tt1596363;nm0847857;Lewis Bond Trader;
tt1596363;nm8770973;Exotic Dancer;
tt1596363;nm2754773;Michael Burry's Mom;
tt1596363;nm5583008;Young Michael Burry;
tt1596363;nm4747279;Therapist;
tt1596363;nm4000521;Lewis Bond Trader;
tt1596363;nm0258523;Paul Baum;
tt1596363;nm0000093;Ben Rickert;
tt1596363;nm0178385;Therapy Businessman;
tt1596363;nm0331516;Jared Vennett;
tt1596363;nm1975871;Michael Burry's Dad;
tt3707106;nm0001401;Vanessa;
tt3707106;nm7712813;Fisherman;
tt3707106;nm3390443;Fancy Couple at Café;
tt3707106;nm0034390;Michel;
tt3707106;nm0092184;Patrice;
tt3707106;nm0338126;Dress Shop Saleswoman;
tt3707106;nm7712819;Child in Hotel;
tt3707106;nm7712816;Older Couple;
tt3707106;nm7015551;Fancy Couple at Café;
tt3707106;nm7712818;Café Cat;
tt3707106;nm0491259;Lea;
tt3707106;nm2942983;Grocery Clerk;
tt3707106;nm0000093;Roland;
tt3707106;nm7712817;Older Couple;
tt3707106;nm0693799;François;
tt3707106;nm7712814;Maitre D';
tt3707106;nm7712815;Hotel Receptionist;
tt3707106;nm7327043;Waiter in Café;
tt4973112;nm7547720;Self;
tt4973112;nm0000093;Narrator;
tt4973112;nm6382502;Self;
tt4973112;nm4849370;Self;
tt4973112;nm7547718;Self;
tt4973112;nm1532852;Self;
tt4973112;nm1387126;Self;
tt4973112;nm7547717;Self;
tt4973112;nm7547719;Self;
tt4973112;nm2853519;Self;
tt1945228;nm8471892;Early Human;
tt1945228;nm8471894;Early Human;
tt1945228;nm8471891;Early Human;
tt1945228;nm5565563;Early Human;
tt1945228;nm8471890;Early Human;
tt1945228;nm0000949;Narrator;
tt1945228;nm5724069;Early Human;
tt1945228;nm8471897;Early Human;
tt1945228;nm8471899;Early Human;
tt1945228;nm4807912;Early Human;
tt1945228;nm8471896;Early Human;
tt1945228;nm8471895;Early Human;
tt1945228;nm8471898;Early Human;
tt1945228;nm8471893;Early Human;
tt1945228;nm2495986;Early Human;
tt2273657;nm0839486;Pat Frato;
tt2273657;nm1978694;MaryJane Longo;
tt2273657;nm4995441;Zach Longo;
tt2273657;nm1364079;Courtroom Sheriff;
tt2273657;nm6300242;Sadie Longo;
tt2273657;nm0057592;Blaise;
tt2273657;nm0421120;Judge Odenkirk;
tt2273657;nm1706767;Michael Finkel;
tt2273657;nm0822802;Jeffrey Gregg;
tt2273657;nm0746156;Jack Pool;
tt2273657;nm0183613;Coroner;
tt2273657;nm0428065;Jill Barker;
tt2273657;nm6402061;Madison Longo;
tt2273657;nm0121559;Greg Ganley;
tt2273657;nm0290556;Christian Longo;
tt2273657;nm2365811;Cheryl Frank;
tt2273657;nm3017448;Tina Alvis;
tt2273657;nm0001543;Karen Hannen;
tt1020072;nm0152592;Registrar;
tt1020072;nm2763698;President's Secretary;
tt1020072;nm0252238;Coretta Scott King;
tt1020072;nm6965883;Girl #3;
tt1020072;nm0000610;Lee White;
tt1020072;nm0763650;Bayard Rustin;
tt1020072;nm0929489;President Lyndon B. Johnson;
tt1020072;nm3849928;Girl #5;
tt1020072;nm6965925;Girl #2;
tt1020072;nm6550068;Girl #1;
tt1020072;nm2740716;Gunnar Jahn;
tt1020072;nm7043362;Girl #4;
tt1020072;nm0654648;Dr. Martin Luther King, Jr.;
tt1020072;nm0231458;Ralph Abernathy;
tt1020072;nm0234174;James Orange;
tt1020072;nm2428245;Andrew Young;
tt1020072;nm0001856;Annie Lee Cooper;
tt1020072;nm7043363;Boy #1;
tt2713180;nm1736605;Sergeant Dillard;
tt2713180;nm2256122;Company Messenger;
tt2713180;nm1465245;Benton;
tt2713180;nm1882152;Lieutenant Parker;
tt2713180;nm0000093;Don 'Wardaddy' Collier;
tt2713180;nm0479471;Boyd 'Bible' Swan;
tt2713180;nm0503567;Norman Ellison;
tt2713180;nm0079418;Burgermeister;
tt2713180;nm2598189;SS Lieutenant;
tt2713180;nm0671567;Trini 'Gordo' Garcia;
tt2713180;nm0005042;Captain Waggoner;
tt2713180;nm5244059;Sergeant Peterson;
tt2713180;nm2736690;Emma;
tt2713180;nm1256532;Grady 'Coon-Ass' Travis;
tt2713180;nm0377034;Sergeant Davis;
tt2713180;nm2207222;Sergeant Miles;
tt2713180;nm1747924;Sergeant Binkowski;
tt2713180;nm1671512;Irma;
tt0795174;nm3542178;Self;
tt0795174;nm2840031;Self;
tt0795174;nm2703123;Self;
tt0795174;nm9672566;Self;
tt0795174;nm10354118;Self - Texas Congresswoman;
tt0795174;nm0204171;Self;
tt0795174;nm0227759;Narrator;
tt0795174;nm4233838;Self;
tt0795174;nm9733696;Self;
tt0795174;nm11635712;Self;
tt0795174;nm3639069;Self (Ambulance Drive);
tt0795174;nm4038043;Self;
tt0795174;nm7173961;Self;
tt0795174;nm0097468;Self;
tt0795174;nm10962079;Self;
tt0795174;nm3552917;Self;
tt0795174;nm5885582;Self;
tt0795174;nm4036577;Self;
tt3042800;nm2368508;Newscaster;
tt3042800;nm2049889;Robert Beasley;
tt3042800;nm0654648;Peter Snowden;
tt1684226;nm2884388;Mike the Tech;
tt1684226;nm0000547;Ben Weeks;
tt1684226;nm2292548;Nino;
tt1684226;nm6501048;Receptionist;
tt1684226;nm5525115;Mario;
tt1684226;nm2676147;Craig;
tt1684226;nm2774571;Nick;
tt1684226;nm0544079;Mickey Marcus;
tt1684226;nm0818880;Sanford;
tt1684226;nm2018237;Bruce Niles;
tt1684226;nm2677811;John;
tt1684226;nm0093589;Felix Turner;
tt1684226;nm1632037;Morton;
tt1684226;nm0749263;Ned Weeks;
tt1684226;nm0000210;Dr. Emma Brookner;
tt1684226;nm1433588;Tommy Boatwright;
tt1684226;nm0000703;Buzzy;
tt1684226;nm4276728;Bella;
tt2024544;nm4833412;Uncle Abram;
tt2024544;nm0061262;Judge Turner;
tt2024544;nm1591232;Mr. Moon;
tt2024544;nm0453115;Hamilton;
tt2024544;nm6003176;Overseer;
tt2024544;nm0931324;Robert;
tt2024544;nm1055413;Edwin Epps;
tt2024544;nm1788122;Anna;
tt2024544;nm0077512;Burch;
tt2024544;nm6003177;Randall;
tt2024544;nm0779427;Anne Northup;
tt2024544;nm0000093;Bass;
tt2024544;nm1058940;Brown;
tt2024544;nm0252230;Solomon Northup;
tt2024544;nm0131966;Radburn;
tt2024544;nm4832920;Margaret Northup;
tt2024544;nm5244012;Alonzo Northup;
tt2024544;nm1663252;Clemens;
tt1650554;nm2050714;News Reporter;
tt1650554;nm0113595;Mr. Lizewski;
tt1650554;nm0265668;Dr. Gravity;
tt1650554;nm2491398;Mr. Radical;
tt1650554;nm1093951;Dave Lizewski;
tt1650554;nm0533599;Tommy's Dad;
tt1650554;nm1631269;Mindy Macready;
tt1650554;nm0004820;Detective Marcus Williams;
tt1650554;nm0000491;Javier;
tt1650554;nm0241173;Marty;
tt1650554;nm0960912;Katie Deauxma;
tt1650554;nm0031750;Mrs. Zane;
tt1650554;nm0000120;Colonel Stars and Stripes;
tt1650554;nm0000319;Mrs. D'Amico;
tt1650554;nm4932304;Brooke;
tt1650554;nm1167083;Todd;
tt1650554;nm0230826;Tommy's Mum;
tt1650554;nm2395586;Chris D'Amico;
tt0816711;nm0001556;Ex-CIA Agent;
tt0816711;nm0596350;Thierry Umutoni;
tt0816711;nm1175468;Andrew Fassbach;
tt0816711;nm0329947;Navy SEAL Commander;
tt0816711;nm0257969;Karin Lane;
tt0816711;nm0197647;Captain Speke;
tt0816711;nm0134922;W.H.O. Doctor;
tt0816711;nm3606106;Constance Lane;
tt0816711;nm4228422;Rachel Lane;
tt0816711;nm2084263;Tomas;
tt0816711;nm0269419;W.H.O. Doctor;
tt0816711;nm0001953;W.H.O. Doctor;
tt0816711;nm0000093;Gerry Lane;
tt0816711;nm0028625;Naval Commander;
tt0816711;nm0091253;Jurgen Warmbrunn;
tt0816711;nm0289142;Parajumper;
tt0816711;nm1550948;W.H.O. Doctor;
tt0816711;nm2020146;Segen;
tt2647586;nm0002023;Fred Langston;
tt2647586;nm0001748;Henry Langston;
tt2647586;nm0383926;Pastor Tom Hale;
tt2647586;nm0249281;Janine Hale;
tt2647586;nm5235590;Stand in;
tt2647586;nm1677854;Ray Richards;
tt2647586;nm0077512;Deputy Carl;
tt2647586;nm3220170;Maggie Langston;
tt2647586;nm3849928;Jenny Thompson;
tt2647586;nm0004920;Lucille Langston;
tt2647586;nm0265610;Margaret Langston;
tt2647586;nm0614220;The Elegant Woman;
tt2647586;nm5123271;Jacob;
tt2647586;nm1182008;Rachael Braidwood;
tt2647586;nm0004898;J. Martin Bellamy;
tt2647586;nm1027847;Elaine Richards;
tt2647586;nm1486831;Caleb Richards;
tt2647586;nm1548188;Barbara Langston;
tt0486531;nm1065229;Self - Host;
tt0486531;nm0761058;Self;
tt0486531;nm0005024;Self - Host;
tt0486531;nm0000332;Self - Host;
tt0486531;nm0000209;Self - Narrator;
tt0486531;nm0004908;Self - Host;
tt0486531;nm1320619;;
tt0486531;nm4801141;Narrator;
tt0486531;nm0001804;Self - Host;
tt0486531;nm1924720;;
tt0486531;nm0005569;Narrator;
tt0486531;nm0350454;Self - Host;
tt0486531;nm1014366;Auditioning Emilies;
tt0486531;nm2162799;;
tt0486531;nm0671980;Jagdesh;
tt0486531;nm0000571;Self - Hostess;
tt0486531;nm0001075;Narrator;
tt0486531;nm0000215;Self;
tt1764234;nm1555781;Hooker;
tt1764234;nm2948463;Security Force Agent;
tt1764234;nm1259338;Business Suit Agent;
tt1764234;nm0519217;Steve Caprio;
tt1764234;nm1991213;Waiter;
tt1764234;nm2282835;Kenny Gill;
tt1764234;nm0192603;Johnny Amato;
tt1764234;nm0077512;Cab Driver Agent;
tt1764234;nm2880343;Bartender #1;
tt1764234;nm0000093;Jackie;
tt1764234;nm0000501;Markie Trattman;
tt1764234;nm0001731;Dillon;
tt1764234;nm1058940;Frankie;
tt1764234;nm0420955;Driver;
tt1764234;nm0143295;Barry Caprio;
tt1764234;nm0578853;Russell;
tt1764234;nm1578776;Poker Guy;
tt1764234;nm0001254;Mickey;
tt2125653;nm7928285;Self - Providence Police;
tt2125653;nm0418659;Self - Narrator;
tt2125653;nm10981839;Self;
tt2125653;nm1352293;Self - Harvard University;
tt2125653;nm6048155;Self - John Jay College of Criminal Justice;
tt2125653;nm6048145;Self - ID# 03678-029;
tt2125653;nm7928286;Self - Providence Narcotics;
tt2125653;nm7928287;Self - Commanding Officer, Narcotics;
tt2125653;nm0800108;Self - Creator, The Wire;
tt2125653;nm6048150;Self - Chief of Security, Lexington Corrections;
tt2125653;nm2059036;Self - Harvard University;
tt2125653;nm2738489;Self - Investigative Reporter;
tt2125653;nm6048151;Self - ID# 06263-082;
tt2125653;nm6048146;Self - Maurice's Lawyer;
tt2125653;nm3560395;Self - Author, The New Jim Crow;
tt2125653;nm6048147;Self - Lexington Corrections Center;
tt2125653;nm3536141;Self - Physician, Addiction Expert;
tt2125653;nm7955402;Self - U.S. Federal Judge;
tt0478304;nm1297178;George Walsh;
tt0478304;nm4447472;Young Jack;
tt0478304;nm4464700;Father Haynes;
tt0478304;nm3363413;Harry Bates;
tt0478304;nm4464659;Jimmy;
tt0478304;nm4465297;Cayler;
tt0478304;nm0324790;Jack's Wife;
tt0478304;nm4446467;Steve;
tt0478304;nm4463970;Guide;
tt0478304;nm0789716;Grandmother;
tt0478304;nm4464052;Robert;
tt0478304;nm3077316;Jo Bates;
tt0478304;nm0000093;Mr. O'Brien;
tt0478304;nm1567113;Mrs. O'Brien;
tt0478304;nm0000576;Jack;
tt0478304;nm4464090;R.L.;
tt0478304;nm1868038;Mr. Reynolds;
tt0478304;nm0003930;Architect;
tt0879870;nm4001891;Nyomo;
tt0879870;nm3724507;Andre;
tt0879870;nm0005282;Andy Shiraz;
tt0879870;nm1534700;Bookstore Girl;
tt0879870;nm0163894;NYU Student Boyfriend;
tt0879870;nm0856440;Laundromat Gal;
tt0879870;nm0205626;Delia Shiraz;
tt0879870;nm0000849;Felipe;
tt0879870;nm3741301;Ketut Liyer;
tt0879870;nm1645352;Play Walk-Out;
tt0879870;nm0000210;Liz Gilbert;
tt0879870;nm0420955;Richard from Texas;
tt0879870;nm1012020;The Guru;
tt0879870;nm4001784;Chant Leader;
tt0879870;nm0731359;Woman in Play;
tt0879870;nm0290556;David Piccolo;
tt0879870;nm3187668;NYU Student Girlfriend;
tt0879870;nm0001082;Stephen;
tt1250777;nm0001527;Mrs. Lizewski;
tt1250777;nm0424819;Sporty Goon;
tt1250777;nm0113595;Mr. Lizewski;
tt1250777;nm1443325;Baby Goon;
tt1250777;nm1093951;Dave Lizewski;
tt1250777;nm1631269;Mindy Macready;
tt1250777;nm2880491;1st Gang Kid;
tt1250777;nm0727176;Huge Goon;
tt1250777;nm0960912;Katie Deauxma;
tt1250777;nm1404239;Todd;
tt1250777;nm0728346;Big Joe;
tt1250777;nm2348343;Erika Cho;
tt1250777;nm0000115;Damon Macready;
tt1250777;nm0799816;Scary Goon;
tt1250777;nm2711766;2nd Gang Kid;
tt1250777;nm0878597;Mrs. Zane;
tt1250777;nm2395586;Chris D'Amico;
tt1250777;nm0835016;Frank D'Amico;
tt0452694;nm1628077;Clare at Six and Eight;
tt0452694;nm1139283;Chicago Police #2;
tt0452694;nm0873860;Hospital Receptionist;
tt0452694;nm0515296;Gomez;
tt0452694;nm0834065;Librarian;
tt0452694;nm1519469;Mark Abshire;
tt0452694;nm0717263;Lucille Abshire;
tt0452694;nm0634409;Annette DeTamble;
tt0452694;nm0066025;Library Researcher;
tt0452694;nm0397124;Richard DeTamble;
tt0452694;nm0051509;Henry;
tt0452694;nm1821102;Henry at Six;
tt0452694;nm1046097;Clare;
tt0452694;nm0083641;Chicago Police #1;
tt0452694;nm0432422;Waitress;
tt0452694;nm3550985;Thai Waiter;
tt0452694;nm1067592;Charisse;
tt0452694;nm0145299;Alicia Abshire;
tt1134629;nm0922002;Don Sexton;
tt1134629;nm0347375;Des Sarkissian;
tt1134629;nm1222820;Ben Lee;
