ID IMDB;IDENTITE;DATE NAISSANCE;LIEU NAISSANCE;URL
nm3830125;Robert Langley;;;/name/nm3830125?ref_=tt_cl_t_16
nm1375330;Henry Hopper;11/09/1990;Los Angeles, California, USA;/name/nm1375330?ref_=tt_cl_t_5
nm4961754;Demetrios Anastasiow;;;/name/nm4961754?ref_=tt_cl_t_7
nm4466378;Evan Kole;;;/name/nm4466378?ref_=tt_cl_t_14
nm0006683;Vince Jolivette;11/12/1971;Hamilton, Ohio, USA;/name/nm0006683?ref_=tt_cl_t_11
nm2727540;Kimber King;;;/name/nm2727540?ref_=tt_cl_t_13
nm4095133;Jann Hight;;;/name/nm4095133?ref_=tt_cl_t_10
nm1962740;Tiffany Lanier;04/09/1973;Detroit, Michigan, USA;/name/nm1962740?ref_=tt_cl_t_17
nm3785607;Lauren Kole;;;/name/nm3785607?ref_=tt_cl_t_15
nm4473523;Gabriel Kahaian;;;/name/nm4473523?ref_=tt_cl_t_12
nm1274797;Jessica Barth;;;/name/nm1274797?ref_=tt_cl_t_8
nm0429207;Sam J. Jones;12/08/1954;Chicago, Illinois, USA;/name/nm0429207?ref_=tt_cl_t_13
nm1289528;Norah Jones;30/03/1979;New York City, New York, USA;/name/nm1289528?ref_=tt_cl_t_12
nm3069009;Aedin Mincks;;;/name/nm3069009?ref_=tt_cl_t_9
nm4806165;Bretton Manley;;;/name/nm4806165?ref_=tt_cl_t_15
nm0005227;Breckin Meyer;07/05/1974;Minneapolis, Minnesota, USA;/name/nm0005227?ref_=tt_cl_t_3
nm1803552;Matthew Senreich;17/06/1974;Long Island, New York, USA;/name/nm1803552?ref_=tt_cl_t_2
nm0604541;Chad Morgan;;;/name/nm0604541?ref_=tt_cl_t_9
nm1812653;Eden Espinosa;02/02/1978;Anaheim, California, USA;/name/nm1812653?ref_=tt_cl_t_12
nm0000337;Rachael Leigh Cook;04/10/1979;Minneapolis, Minnesota, USA;/name/nm0000337?ref_=tt_cl_t_15
nm1802814;Tom Root;;;/name/nm1802814?ref_=tt_cl_t_4
nm1905135;Tamara Garfield;21/02/1984;Phoenix, Arizona, USA;/name/nm1905135?ref_=tt_cl_t_18
nm0586850;Dan Milano;10/09/1972;Northport, New York, USA;/name/nm0586850?ref_=tt_cl_t_5
nm0791995;Tom Sheppard;;;/name/nm0791995?ref_=tt_cl_t_6
nm0435695;Jamie Kaler;14/09/1964;Hooksett, New Hampshire, USA;/name/nm0435695?ref_=tt_cl_t_10
nm0072344;Abraham Benrubi;04/10/1969;Indianapolis, Indiana, USA;/name/nm0072344?ref_=tt_cl_t_7
nm2188098;Nolan Gould;28/10/1998;New York City, New York, USA;/name/nm2188098?ref_=tt_cl_t_8
nm2055623;Lili Mirojnick;09/04/1984;New York City, New York, USA;/name/nm2055623?ref_=tt_cl_t_18
nm1136435;Courtney Henggeler;11/12/1978;Phillipsburg, New Jersey, USA;/name/nm1136435?ref_=tt_cl_t_13
nm1199811;Masi Oka;27/12/1974;Tokyo, Japan;/name/nm1199811?ref_=tt_cl_t_14
nm0281598;Andrew Fleming;30/12/1965;USA;/name/nm0281598?ref_=tt_cl_t_11
nm1752262;Christopher T. Wood;;;/name/nm1752262?ref_=tt_cl_t_16
nm0001184;Jenna Elfman;30/09/1971;Los Angeles, California, USA;/name/nm0001184?ref_=tt_cl_t_4
nm0718642;Catherine Reitman;28/04/1981;Los Angeles, California, USA;/name/nm0718642?ref_=tt_cl_t_12
nm1027039;Shaun White;03/09/1986;San Diego, California, USA;/name/nm1027039?ref_=tt_cl_t_10
nm2857778;Janet Montgomery;29/10/1985;Bournemouth, Dorset, England, UK;/name/nm2857778?ref_=tt_cl_t_9
nm4188838;Sergio Torrado;;;/name/nm4188838?ref_=tt_cl_t_12
nm0989959;Ksenia Solo;1987-10-0;Latvian SSR, USSR [now Latvia];/name/nm0989959?ref_=tt_cl_t_7
nm1738172;Toby Hemingway;28/05/1983;Brighton, England, UK;/name/nm1738172?ref_=tt_cl_t_11
nm0002936;Kristina Anapau;30/10/1979;Hawaii, USA;/name/nm0002936?ref_=tt_cl_t_8
nm0641156;Shaun O'Hagan;24/07/1969;Brooklyn, New York, USA;/name/nm0641156?ref_=tt_cl_t_18
nm0036921;Charlotte Aronofsky;24/01/1941;Brooklyn, New York City, New York, USA;/name/nm0036921?ref_=tt_cl_t_16
nm0036920;Abraham Aronofsky;;;/name/nm0036920?ref_=tt_cl_t_15
nm1018521;Benjamin Millepied;15/06/1977;Bordeaux, Gironde, France;/name/nm1018521?ref_=tt_cl_t_6
nm0122987;Bill Burr;10/06/1968;Canton, Massachusetts, USA;/name/nm0122987?ref_=tt_cl_t_14
nm3548778;Savannah Paige Rae;;;/name/nm3548778?ref_=tt_cl_t_16
nm2384128;Jonathan Morgan Heit;16/07/2000;California, USA;/name/nm2384128?ref_=tt_cl_t_15
nm2032377;Liza Coggins;;;/name/nm2032377?ref_=tt_cl_t_9
nm0828770;Shadoe Stevens;03/11/1946;Jamestown, North Dakota, USA;/name/nm0828770?ref_=tt_cl_t_2
nm1213504;Philip McGrade;;;/name/nm1213504?ref_=tt_cl_t_15
nm3865277;Tuyen Tran;;;/name/nm3865277?ref_=tt_cl_t_10
nm3733525;Joseph Bolter;;;/name/nm3733525?ref_=tt_cl_t_4
nm1802686;Kip Madsen;;;/name/nm1802686?ref_=tt_cl_t_8
nm3753223;Matthew Kugler;;;/name/nm3753223?ref_=tt_cl_t_7
nm5471636;Ryan Mcgowan;;;/name/nm5471636?ref_=tt_cl_t_5
nm2590280;Josh Robert Thompson;11/03/1975;Cleveland, Ohio, USA;/name/nm2590280?ref_=tt_cl_t_3
nm1855023;Richard Malmos;;;/name/nm1855023?ref_=tt_cl_t_6
nm0341828;Jeff Griggs;27/03/1963;Alamogordo, New Mexico, USA;/name/nm0341828?ref_=tt_cl_t_14
nm0230335;John Doe;25/02/1953;Decatur, Illinois, USA;/name/nm0230335?ref_=tt_cl_t_11
nm1067470;Shea Curry;;;/name/nm1067470?ref_=tt_cl_t_10
nm0055733;Priscilla Barnes;07/12/1954;Fort Dix, New Jersey, USA;/name/nm0055733?ref_=tt_cl_t_4
nm1534812;Ridge Canipe;13/07/1994;Laguna Beach, California, USA;/name/nm1534812?ref_=tt_cl_t_6
nm1308881;Michael Edwin;15/06/1953;Reading, Pennsylvania, USA;/name/nm1308881?ref_=tt_cl_t_12
nm0425001;Drake Johnston;27/03/1995;Los Angeles, California, USA;/name/nm0425001?ref_=tt_cl_t_17
nm0000478;Tawny Kitaen;05/08/1961;San Diego, California, USA;/name/nm0000478?ref_=tt_cl_t_18
nm0325843;Marcy Goldman;;;/name/nm0325843?ref_=tt_cl_t_13
nm0045379;Dian Bachar;26/10/1970;Denver, Colorado, USA;/name/nm0045379?ref_=tt_cl_t_3
nm0108754;Jimmy Bridges;15/09/1960;San Francisco, California, USA;/name/nm0108754?ref_=tt_cl_t_5
nm1055277;Sevier Crespo;26/04/1976;Puerto Rico;/name/nm1055277?ref_=tt_cl_t_9
nm0405337;Steve Hytner;28/09/1959;USA;/name/nm0405337?ref_=tt_cl_t_16
nm1463910;Kelly Troy Howard;26/06/1979;Queens, New York City, New York, USA;/name/nm1463910?ref_=tt_cl_t_15
nm0614774;Walter Murphy;19/12/1952;New York City, New York, USA;/name/nm0614774?ref_=tt_cl_t_3
nm0327097;Reagan Gomez-Preston;24/04/1980;Detroit, Michigan, USA;/name/nm0327097?ref_=tt_cl_t_5
nm2158545;Aseem Batra;28/12/1975;Ohio, USA;/name/nm2158545?ref_=tt_cl_t_7
nm1097351;Glenn Howerton;13/04/1976;Japan;/name/nm1097351?ref_=tt_cl_t_10
nm0000186;David Lynch;20/01/1946;Missoula, Montana, USA;/name/nm0000186?ref_=tt_cl_t_14
nm0400251;Arianna Huffington;15/07/1950;Athens, Greece;/name/nm0400251?ref_=tt_cl_t_15
nm1325233;Frances Callier;17/05/1969;Chicago, Illinois, USA;/name/nm1325233?ref_=tt_cl_t_18
nm0692493;Lidia Porto;07/02/1963;Barranquilla, Colombia;/name/nm0692493?ref_=tt_cl_t_12
nm1985145;Javier Gutierrez;;;/name/nm1985145?ref_=tt_cl_t_11
nm0005430;Gene Simmons;25/08/1949;Tirat Carmel, Israel;/name/nm0005430?ref_=tt_cl_t_13
nm1682420;Dustin Milligan;28/07/1985;Yellowknife, Northwest Territories, Canada;/name/nm1682420?ref_=tt_cl_t_7
nm0005452;Hal Sparks;25/09/1969;Cincinnati, Ohio, USA;/name/nm0005452?ref_=tt_cl_t_17
nm2326897;Nick Thune;08/12/1979;Seattle, Washington, USA;/name/nm2326897?ref_=tt_cl_t_18
nm3576444;Lamberto Gutierrez;;;/name/nm3576444?ref_=tt_cl_t_15
nm2263793;Jay Hunter;;;/name/nm2263793?ref_=tt_cl_t_16
nm0199495;Maxwell McCabe-Lokos;1978-0-0;Toronto, Canada;/name/nm0199495?ref_=tt_cl_t_17
nm2561177;Marianthi Evans;25/11/1977;Toronto, Ontario, Canada;/name/nm2561177?ref_=tt_cl_t_14
nm0299140;Nelly Furtado;02/12/1978;Victoria, British Columbia, Canada;/name/nm0299140?ref_=tt_cl_t_15
nm0336923;Rothaford Gray;;;/name/nm0336923?ref_=tt_cl_t_10
nm0000563;Chris O'Donnell;26/06/1970;Winnetka, Illinois, USA;/name/nm0000563?ref_=tt_cl_t_5
nm1417654;Kjartan Hewitt;;;/name/nm1417654?ref_=tt_cl_t_18
nm0330324;Joel Gordon;15/11/1975;Toronto, Canada;/name/nm0330324?ref_=tt_cl_t_11
nm0582671;Belinda Metz;04/01/1960;Edmonton, Alberta, Canada;/name/nm0582671?ref_=tt_cl_t_16
nm0396369;Serge Houde;1953-0-0;Québec, Canada;/name/nm0396369?ref_=tt_cl_t_13
nm3547374;Mike Leisen;;;/name/nm3547374?ref_=tt_cl_t_18
nm0386709;Christianne Hirt;20/03/1968;Switzerland;/name/nm0386709?ref_=tt_cl_t_11
nm1382658;Matthew Smalley;03/10/1984;New Westminster, British Columbia, Canada;/name/nm1382658?ref_=tt_cl_t_8
nm0933034;Barbara Gates Wilson;;;/name/nm0933034?ref_=tt_cl_t_10
nm1229742;Alejandro Rae;02/12/1979;Madrid, Spain;/name/nm1229742?ref_=tt_cl_t_5
nm1817344;Lexie Huber;;;/name/nm1817344?ref_=tt_cl_t_12
nm0789793;Joe Norman Shaw;1957-0-0;Anderson, Indiana, USA;/name/nm0789793?ref_=tt_cl_t_15
nm0620884;Cris Nannarone;;;/name/nm0620884?ref_=tt_cl_t_14
nm2132649;Pete Seadon;;;/name/nm2132649?ref_=tt_cl_t_17
nm1560199;Liz Cackowski;;;/name/nm1560199?ref_=tt_cl_t_7
nm1711334;Taylor Wily;14/06/1968;Honolulu, Hawaii, USA;/name/nm1711334?ref_=tt_cl_t_10
nm1129362;Billy Bush;;;/name/nm1129362?ref_=tt_cl_t_18
nm0484688;Steve Landesberg;23/11/1936;New York City, New York, USA;/name/nm0484688?ref_=tt_cl_t_12
nm2973496;Francesca Delbanco;;;/name/nm2973496?ref_=tt_cl_t_16
nm1156827;Kala Alexander;;;/name/nm1156827?ref_=tt_cl_t_14
nm0730211;Kalani Robb;02/02/1977;;/name/nm0730211?ref_=tt_cl_t_15
nm1121418;Bob Joyce;21/02/1958;Los Angeles County, California, USA;/name/nm1121418?ref_=tt_cl_t_10
nm0397222;D.D. Howard;;;/name/nm0397222?ref_=tt_cl_t_9
nm0431556;Jon Joyce;05/01/1947;Los Angeles County, California, USA;/name/nm0431556?ref_=tt_cl_t_11
nm0792148;Chris Sheridan;19/09/1967;Philippines;/name/nm0792148?ref_=tt_cl_t_15
nm0517647;Rick Logan;20/06/1961;Grayson County, Texas, USA;/name/nm0517647?ref_=tt_cl_t_13
nm1120789;Kate Rigg;;;/name/nm1120789?ref_=tt_cl_t_14
nm0187412;Randy Crenshaw;24/12/1955;San Diego County, California, USA;/name/nm0187412?ref_=tt_cl_t_7
nm1443502;Jordan Peele;21/02/1979;New York City, New York, USA;/name/nm1443502?ref_=tt_cl_t_15
nm0054697;Ike Barinholtz;18/02/1977;Chicago, Illinois, USA;/name/nm0054697?ref_=tt_cl_t_13
nm1556400;Crista Flanagan;24/02/1976;Mount Vernon, Illinois, USA;/name/nm1556400?ref_=tt_cl_t_16
nm0918633;Stephnie Weir;28/11/1967;Odessa, Texas, USA;/name/nm0918633?ref_=tt_cl_t_9
nm0452914;Pat Kilbane;05/11/1969;Lakewood, Ohio, USA;/name/nm0452914?ref_=tt_cl_t_18
nm0129976;Frank Caliendo;19/01/1974;Chicago, Illinois, USA;/name/nm0129976?ref_=tt_cl_t_10
nm1656974;Maclain Nelson;15/07/1980;;/name/nm1656974?ref_=tt_cl_t_15
nm1417647;Jon Heder;26/10/1977;Fort Collins, Colorado, USA;/name/nm1417647?ref_=tt_cl_t_3
nm0881161;Joe Unger;25/05/1949;Lake County, Tennessee, USA;/name/nm0881161?ref_=tt_cl_t_10
nm1819933;Tomek Debowski;08/01/1979;Mielec, Podkarpackie, Poland;/name/nm1819933?ref_=tt_cl_t_14
nm1377076;Benjamin Gourley;26/05/1978;Salt Lake City, Utah, USA;/name/nm1377076?ref_=tt_cl_t_1
nm1376062;Hubbel Palmer;19/02/1977;Utah, USA;/name/nm1376062?ref_=tt_cl_t_5
nm1559302;Allyson Everitt;;;/name/nm1559302?ref_=tt_cl_t_18
nm1376482;Lucila Solá;17/04/1976;Buenos Aires, Federal District, Argentina;/name/nm1376482?ref_=tt_cl_t_17
nm0004858;Patrika Darbo;06/04/1948;Jacksonville, Florida, USA;/name/nm0004858?ref_=tt_cl_t_9
nm0544611;William Mapother;17/04/1965;Louisville, Kentucky, USA;/name/nm0544611?ref_=tt_cl_t_12
nm1508677;Cathrine Grace;;;/name/nm1508677?ref_=tt_cl_t_8
nm0236711;Billy Drago;30/11/1945;Hugoton, Kansas, USA;/name/nm0236711?ref_=tt_cl_t_6
nm1370269;Max Burkholder;01/11/1997;Los Angeles, California, USA;/name/nm1370269?ref_=tt_cl_t_7
nm1113591;Kirker Butler;14/02/1971;Hartford, Kentucky, USA;/name/nm1113591?ref_=tt_cl_t_8
nm0641417;John O'Hurley;09/10/1954;Kittery, Maine, USA;/name/nm0641417?ref_=tt_cl_t_18
nm1310272;J.A.Q.;;;/name/nm1310272?ref_=tt_cl_t_4
nm0000119;Tia Carrere;02/01/1967;Honolulu, Hawaii, USA;/name/nm0000119?ref_=tt_cl_t_5
nm0274967;Carlos Ferro;;;/name/nm0274967?ref_=tt_cl_t_15
nm1271152;Philip Anthony-Rodriguez;;;/name/nm1271152?ref_=tt_cl_t_14
nm1873559;Andrew Kishino;20/03/1970;Toronto, Ontario, Canada;/name/nm1873559?ref_=tt_cl_t_16
nm2265044;Andrea Zafra;;;/name/nm2265044?ref_=tt_cl_t_13
nm0801316;Gregory Sims;08/07/1971;;/name/nm0801316?ref_=tt_cl_t_18
nm0439493;Michael Karlich;;;/name/nm0439493?ref_=tt_cl_t_14
nm2165533;Jason Pierce;22/10/1980;Waltham, Massachusetts, USA;/name/nm2165533?ref_=tt_cl_t_18
nm0601041;Christina Moore;12/04/1973;Palatine, Illinois, USA;/name/nm0601041?ref_=tt_cl_t_17
nm0043041;James Avery;27/11/1945;Pughsville [now Suffolk], Virginia, USA;/name/nm0043041?ref_=tt_cl_t_12
nm0001320;Valerie Harper;22/08/1939;Suffern, New York, USA;/name/nm0001320?ref_=tt_cl_t_13
nm0517820;Lindsay Lohan;02/07/1986;The Bronx, New York City, New York, USA;/name/nm0517820?ref_=tt_cl_t_16
nm0086957;Noel Blanc;19/10/1938;Los Angeles, California, USA;/name/nm0086957?ref_=tt_cl_t_7
nm0417505;Gary Janetti;22/03/1966;New York, USA;/name/nm0417505?ref_=tt_cl_t_10
nm0812220;André Sogliuzzo;10/08/1966;New York City, New York, USA;/name/nm0812220?ref_=tt_cl_t_18
nm0480963;Don LaFontaine;26/08/1940;Duluth, Minnesota, USA;/name/nm0480963?ref_=tt_cl_t_11
nm1148114;Julian Casablancas;23/08/1978;New York City, New York, USA;/name/nm1148114?ref_=tt_cl_t_1
nm1828817;Ryan Gentles;;;/name/nm1828817?ref_=tt_cl_t_3
nm1153017;Nick Valensi;16/01/1981;New York City, New York, USA;/name/nm1153017?ref_=tt_cl_t_9
nm1148724;Nikolai Fraiture;13/11/1978;New York City, New York, USA;/name/nm1148724?ref_=tt_cl_t_2
nm1152824;Fabrizio Moretti;02/06/1980;Rio de Janeiro, Brazil;/name/nm1152824?ref_=tt_cl_t_7
nm1149035;Albert Hammond Jr.;09/04/1980;Los Angeles, California, USA;/name/nm1149035?ref_=tt_cl_t_4
nm2136884;The Strokes;;;/name/nm2136884?ref_=tt_cl_t_8
nm0058723;Lynsey Bartilson;01/07/1983;Edina, Minnesota, USA;/name/nm0058723?ref_=tt_cl_t_4
nm0120737;Jake Burbage;27/09/1992;Willingboro, New Jersey, USA;/name/nm0120737?ref_=tt_cl_t_6
nm0310978;J.B. Gaynor;15/07/1990;Harbor City, California, USA;/name/nm0310978?ref_=tt_cl_t_12
nm1036181;Mike Vogel;17/07/1979;Abington, Pennsylvania, USA;/name/nm1036181?ref_=tt_cl_t_10
nm0697044;Megyn Price;24/03/1971;Seattle, Washington, USA;/name/nm0697044?ref_=tt_cl_t_2
nm0389503;Chris Hogan;;;/name/nm0389503?ref_=tt_cl_t_14
nm0292480;Griffin Frazen;08/10/1987;Los Angeles County, California, USA;/name/nm0292480?ref_=tt_cl_t_5
nm0489095;Steve Larson;01/02/1964;Indianapolis, Indiana, USA;/name/nm0489095?ref_=tt_cl_t_15
nm0419813;Gregory Jbara;28/09/1961;Westland, Michigan, USA;/name/nm0419813?ref_=tt_cl_t_11
nm1000488;Karri V. Bowman;14/03/1974;Indiana, Pennsylvania, USA;/name/nm1000488?ref_=tt_cl_t_17
nm0440065;Eddie Karr;16/10/1987;;/name/nm0440065?ref_=tt_cl_t_16
nm1563755;James Price;08/11/1969;Keene, New Hampshire, USA;/name/nm1563755?ref_=tt_cl_t_3
nm0790888;Sheila Korsi;;;/name/nm0790888?ref_=tt_cl_t_1
nm1722718;Andrew Rivas;;;/name/nm1722718?ref_=tt_cl_t_4
nm0020739;Krista Allen;05/04/1971;Ventura, California, USA;/name/nm0020739?ref_=tt_cl_t_3
nm0757894;Matthew Saldivar;;;/name/nm0757894?ref_=tt_cl_t_14
nm0520171;Priscilla Lopez;26/02/1948;The Bronx, New York, USA;/name/nm0520171?ref_=tt_cl_t_7
nm0249931;Dean Edwards;30/07/1970;The Bronx, New York City, New York, USA;/name/nm0249931?ref_=tt_cl_t_4
nm0871439;Tony Travis;07/01/1959;Brooklyn, New York, USA;/name/nm0871439?ref_=tt_cl_t_11
nm2438208;Mariann Tepedino;17/09/1958;Brooklyn, New York City, New York, USA;/name/nm2438208?ref_=tt_cl_t_17
nm1130644;Shoshana Sperling;;;/name/nm1130644?ref_=tt_cl_t_15
nm1174072;Jenna Perry;;;/name/nm1174072?ref_=tt_cl_t_7
nm0775148;Kim Schraner;1976-0-0;Toronto, Ontario, Canada;/name/nm0775148?ref_=tt_cl_t_14
nm0220198;Lynne Deragon;;;/name/nm0220198?ref_=tt_cl_t_17
nm0358109;Quancetia Hamilton;;;/name/nm0358109?ref_=tt_cl_t_10
nm1169838;Kate Kelton;20/06/1978;Bamberg, Germany;/name/nm1169838?ref_=tt_cl_t_9
nm1031732;Charles Officer;;;/name/nm1031732?ref_=tt_cl_t_6
nm0470807;Michael Kremko;;;/name/nm0470807?ref_=tt_cl_t_8
nm0778718;Andrew Scorer;19/04/1946;;/name/nm0778718?ref_=tt_cl_t_12
nm0372334;John Healy;;;/name/nm0372334?ref_=tt_cl_t_11
nm0943870;Geraint Wyn Davies;20/04/1957;Swansea, Wales, UK;/name/nm0943870?ref_=tt_cl_t_3
nm0236551;Thomas Dozol;;;/name/nm0236551?ref_=tt_cl_t_16
nm0931477;Philip Williams;;;/name/nm0931477?ref_=tt_cl_t_18
nm0242903;Robin Dunne;19/11/1976;Toronto, Ontario, Canada;/name/nm0242903?ref_=tt_cl_t_4
nm0688495;Kim Poirier;06/02/1980;Drummondville, Quebec, Canada;/name/nm0688495?ref_=tt_cl_t_13
nm0095751;Lindy Booth;02/04/1979;Oakville, Ontario, Canada;/name/nm0095751?ref_=tt_cl_t_5
nm0679336;Tracy Pfau;01/06/1963;Hollywood, Los Angeles, California, USA;/name/nm0679336?ref_=tt_cl_t_7
nm0675128;Joe Perry;10/09/1950;Lawrence, Massachusetts, USA;/name/nm0675128?ref_=tt_cl_t_3
nm0925964;Brad Whitford;23/02/1952;Winchester, Massachusetts, USA;/name/nm0925964?ref_=tt_cl_t_8
nm0358195;Tom Hamilton;31/12/1951;Colorado Springs, Colorado, USA;/name/nm0358195?ref_=tt_cl_t_4
nm0469563;Joey Kramer;21/06/1950;New York City, New York, USA;/name/nm0469563?ref_=tt_cl_t_5
nm0012613;Aerosmith;;;/name/nm0012613?ref_=tt_cl_t_1
nm0005393;Kelly Rutherford;06/11/1968;Elizabethtown, Kentucky, USA;/name/nm0005393?ref_=tt_cl_t_15
nm0709046;Natalie Ramsey;10/10/1975;Milton, Massachusetts, USA;/name/nm0709046?ref_=tt_cl_t_8
nm0855103;Jon Tenney;16/12/1961;Princeton, New Jersey, USA;/name/nm0855103?ref_=tt_cl_t_1
nm0681449;Alexandra Picatto;06/03/1983;Collinsville, Illinois, USA;/name/nm0681449?ref_=tt_cl_t_12
nm0005528;Scott Vickaryous;13/09/1975;Port Alberni, British Columbia, Canada;/name/nm0005528?ref_=tt_cl_t_9
nm0587396;Christina Milian;26/09/1981;Jersey City, New Jersey, USA;/name/nm0587396?ref_=tt_cl_t_18
nm0614250;Erin Murphy;;;/name/nm0614250?ref_=tt_cl_t_7
nm0317074;Kyle Gibson;21/03/1983;Appleton, Wisconsin, USA;/name/nm0317074?ref_=tt_cl_t_10
nm0318318;Steven Gilborn;15/07/1936;New Rochelle, New York, USA;/name/nm0318318?ref_=tt_cl_t_14
nm1211604;Alaina Talbot;26/08/1984;Mammoth Lakes, California, USA;/name/nm1211604?ref_=tt_cl_t_17
nm0484632;Fiona Landers;04/12/1985;Culver City, California, USA;/name/nm0484632?ref_=tt_cl_t_13
nm0028149;Jill Andre;16/02/1935;New York City, New York, USA;/name/nm0028149?ref_=tt_cl_t_16
nm0129820;Paula Cale;02/06/1970;Great Falls, Virginia, USA;/name/nm0129820?ref_=tt_cl_t_3
nm0572394;Maya McLaughlin;;;/name/nm0572394?ref_=tt_cl_t_6
nm0451092;Christel Khalil;30/11/1987;Los Angeles, California, USA;/name/nm0451092?ref_=tt_cl_t_11
nm0622323;Ashley Nation;29/10/1984;Orange County, California, USA;/name/nm0622323?ref_=tt_cl_t_14
nm0430873;Jennifer Jostyn;11/11/1968;Boston, Massachusetts, USA;/name/nm0430873?ref_=tt_cl_t_1
nm0716669;Jenny Regli;28/04/1985;Sacramento, California, USA;/name/nm0716669?ref_=tt_cl_t_15
nm0732524;David Robinson;;;/name/nm0732524?ref_=tt_cl_t_18
nm0848402;Paige Tamada;11/01/1985;Los Angeles County, California, USA;/name/nm0848402?ref_=tt_cl_t_12
nm0582487;Asher Metchik;16/04/1986;San Luis Obispo County, California, USA;/name/nm0582487?ref_=tt_cl_t_7
nm0912296;Jordan Warkol;21/11/1986;;/name/nm0912296?ref_=tt_cl_t_9
nm0372396;Darin Heames;;;/name/nm0372396?ref_=tt_cl_t_17
nm0067497;Doris Belack;26/02/1926;Manhattan, New York City, New York, USA;/name/nm0067497?ref_=tt_cl_t_8
nm0062844;Frances Bay;23/01/1919;Mannville, Alberta, Canada;/name/nm0062844?ref_=tt_cl_t_13
nm0498609;Phil Leeds;06/04/1916;New York City, New York, USA;/name/nm0498609?ref_=tt_cl_t_12
nm0005169;Natasha Lyonne;04/04/1979;New York City, New York, USA;/name/nm0005169?ref_=tt_cl_t_3
nm0834626;Elaine Stritch;02/02/1925;Detroit, Michigan, USA;/name/nm0834626?ref_=tt_cl_t_16
nm0930062;Barbara Williams;19/10/1953;Vancouver, British Columbia, Canada;/name/nm0930062?ref_=tt_cl_t_15
nm0512015;Carl Michael Lindner;1988-0-0;New York, USA;/name/nm0512015?ref_=tt_cl_t_5
nm0000377;Richard Dreyfuss;29/10/1947;Brooklyn, New York City, New York, USA;/name/nm0000377?ref_=tt_cl_t_1
nm0834351;Amzie Strickland;10/01/1919;Oklahoma City, Oklahoma, USA;/name/nm0834351?ref_=tt_cl_t_11
nm0230897;Jullian Dulce Vida;19/06/1966;Los Angeles, California, USA;/name/nm0230897?ref_=tt_cl_t_15
nm0256717;Alexander Enberg;05/04/1972;;/name/nm0256717?ref_=tt_cl_t_17
nm0175912;John Considine;02/01/1935;Los Angeles, California, USA;/name/nm0175912?ref_=tt_cl_t_8
nm0593310;Elizabeth Mitchell;27/03/1970;Los Angeles, California, USA;/name/nm0593310?ref_=tt_cl_t_3
nm0312773;Edmund Genest;27/10/1943;Boston, Massachusetts, USA;/name/nm0312773?ref_=tt_cl_t_10
nm0048513;Holly Baker;;;/name/nm0048513?ref_=tt_cl_t_11
nm0170541;Eric Michael Cole;21/09/1976;Sacramento, California, USA;/name/nm0170541?ref_=tt_cl_t_5
nm0871406;Kylie Travis;27/04/1970;London, England, UK;/name/nm0871406?ref_=tt_cl_t_6
nm0232953;Brian Donovan;20/01/1967;Kenmore, New York, USA;/name/nm0232953?ref_=tt_cl_t_16
nm0059863;Joe Basile;26/10/1965;Red Bank, New Jersey, USA;/name/nm0059863?ref_=tt_cl_t_12
nm0265073;Vylette Fagerholm;;;/name/nm0265073?ref_=tt_cl_t_18
nm0060687;Rick Batalla;;;/name/nm0060687?ref_=tt_cl_t_13
nm0381524;Sandra Hess;27/03/1968;Zürich, Switzerland;/name/nm0381524?ref_=tt_cl_t_3
nm0426123;Rodney Van Johnson;20/02/1961;Cincinnati, Ohio, USA;/name/nm0426123?ref_=tt_cl_t_9
nm0857201;Brynn Thayer;04/10/1949;Nr. Dallas, Texas, USA;/name/nm0857201?ref_=tt_cl_t_14
nm0425543;Kenny Johnson;13/07/1963;New Haven, Connecticut, USA;/name/nm0425543?ref_=tt_cl_t_6
nm0005118;Ali Landry Monteverde;21/07/1973;Cecilia, Louisiana, USA;/name/nm0005118?ref_=tt_cl_t_18
nm0873998;Michael Trucco;22/06/1970;San Mateo, California, USA;/name/nm0873998?ref_=tt_cl_t_2
nm0018271;Barbara Niven;26/02/1953;Portland, Oregon, USA;/name/nm0018271?ref_=tt_cl_t_5
nm0944688;Salvator Xuereb;17/11/1965;New York City, New York, USA;/name/nm0944688?ref_=tt_cl_t_10
nm0913997;Felicity Waterman;;;/name/nm0913997?ref_=tt_cl_t_13
nm0400194;Brent Huff;11/03/1961;;/name/nm0400194?ref_=tt_cl_t_15
nm0702862;David Quane;;;/name/nm0702862?ref_=tt_cl_t_11
nm0395914;Bobby Hosea;05/12/1955;Murfreesboro, Tennessee, USA;/name/nm0395914?ref_=tt_cl_t_4
nm0746737;Rodney Rowland;20/02/1964;Newport Beach, California, USA;/name/nm0746737?ref_=tt_cl_t_7
nm0518085;Kristanna Loken;08/10/1979;Ghent, New York, USA;/name/nm0518085?ref_=tt_cl_t_12
nm0362696;Leslie Hardy;;;/name/nm0362696?ref_=tt_cl_t_16
nm0584091;Christopher Michael;;;/name/nm0584091?ref_=tt_cl_t_14
nm0005238;Beverley Mitchell;22/01/1981;Arcadia, California, USA;/name/nm0005238?ref_=tt_cl_t_4
nm0743092;Mackenzie Rosman;28/12/1989;Charleston, South Carolina, USA;/name/nm0743092?ref_=tt_cl_t_6
nm0004834;Stephen Collins;01/10/1947;Des Moines, Iowa, USA;/name/nm0004834?ref_=tt_cl_t_1
