ID IMDB;NOM;ANNEE;RATING;URL;LIEU TOURNAGE;GENRES;LANGUE;RESUME;PAYS;
tt27469041;Jack Black: Peaches;2023;8.5;/title/tt27469041/?ref_=nm_flmg_t_4_act;;Music;English;Jack Black has dropped a music video to accompany his 'Super Mario Bros. Movie' surprise hit ballad "Peaches.";United States
tt8111088;The Mandalorian;2023;8.7;/title/tt8111088/?ref_=nm_flmg_t_5_act; USA, California,El Segundo;Action,Adventure,Fantasy;English;The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.;United States
tt15715052;History of the World Part II;2023;5.6;/title/tt15715052/?ref_=nm_flmg_t_7_act; USA, California,Santa Clarita;Comedy,History;English;Sequel to the 1981 film, History of the World: Part I.;United States
tt20724032;Free LSD;2023;8.7;/title/tt20724032/?ref_=nm_flmg_t_8_act;;Comedy,Music,Sci-Fi;English;An elderly sex shop owner's attraction to a younger woman leads him to an erectile dysfunction doctor whose treatment reveals an alluring but treacherous alternate reality.;United States
tt2861424;Rick et Morty;2022;9.1;/title/tt2861424/?ref_=nm_flmg_t_9_act; USA, New York,New York City;Animation,Adventure,Comedy;English;The fractured domestic lives of a nihilistic mad scientist and his anxious grandson intersect with their inter-dimensional misadventures.;United States
tt17076046;Weird: The Al Yankovic Story;2022;6.9;/title/tt17076046/?ref_=nm_flmg_t_10_act; USA, California,Los Angeles;Comedy,Crime,Music;English;Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.;United States
tt21054464;Tenacious D's the Who Medley;2022;7.6;/title/tt21054464/?ref_=nm_flmg_t_11_act;;Music;English;;United States
tt7978758;Apollo 10 1/2: Les fusées de mon enfance;2022;7.2;/title/tt7978758/?ref_=nm_flmg_t_12_act; USA,Texas,;Animation,Adventure,Drama;English;A coming-of-age story set in the suburbs of Houston, Texas in the summer of 1969, centered around the historic Apollo 11 moon landing.;United States
tt11947288;Big Nate;2022;7.1;/title/tt11947288/?ref_=nm_flmg_t_13_act;;Animation,Comedy,Family;English;Follows the adventures of titular protagonist, alongside his friends, in sixth grade.;United States
tt5337160;Psychonauts 2;2021;8.7;/title/tt5337160/?ref_=nm_flmg_t_14_act;;Action,Adventure,Comedy;English;The game will pick up after the conclusion of Psychonauts in the Rhombus of Ruin, following Zanotto's rescue, the team returns to Psychonaut Headquarters, where Raz discovers that the organization had been changed by its second-in-command, and psychic research was directed away from peacekeeping efforts towards more unorthodox studies.;United States
tt14035218;Gaufrette et Mochi;2021;7.6;/title/tt14035218/?ref_=nm_flmg_t_15_act;;Family;English;A whimsical supermarket with friends and aspiring chefs hop aboard a magical shopping cart to seek out ingredients all over the world.;United States
tt2461172;All-Star Weekend;2023;7.2;/title/tt2461172/?ref_=nm_flmg_t_1_act; USA, California,Santa Clarita;Comedy;;Two buddies form a rivalry over their favorite American basketball player.;United States
tt15398776;Oppenheimer;2023;8.5;/title/tt15398776/?ref_=nm_flmg_t_2_act; USA, New Mexico,Los Alamos;Biography,Drama,History;English;The story of American scientist, J. Robert Oppenheimer, and his role in the development of the atomic bomb.;United States
tt6673612;Le Voyage du Dr Dolittle;2020;5.6;/title/tt6673612/?ref_=nm_flmg_t_3_act; UK, Wales,Menai Suspension Bridge  Anglesey;Adventure,Comedy,Family;English;A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.;United States
tt2250912;Spider-Man: Homecoming;2017;7.4;/title/tt2250912/?ref_=nm_flmg_t_6_act; Germany,Berlin,;Action,Adventure,Sci-Fi;English;Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.;United States
tt7006122;Watch NBA Finals with Spidey and Iron Man;2017;7.3;/title/tt7006122/?ref_=nm_flmg_t_7_act;;Short,Comedy,Sci-Fi;English;Peter Parker is invited to Tony Stark's NBA Finals party at the Avengers tower.;United States
tt3498820;Captain America: Civil War;2016;7.8;/title/tt3498820/?ref_=nm_flmg_t_8_act;;Action,Sci-Fi;English;Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.;United States
tt2395427;Avengers : L'Ère d'Ultron;2015;7.3;/title/tt2395427/?ref_=nm_flmg_t_9_act; Bangladesh,Chittagong,;Action,Adventure,Sci-Fi;English;When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.;United States
tt1872194;Le juge;2014;7.4;/title/tt1872194/?ref_=nm_flmg_t_10_act; USA, Massachusetts,Plymouth County Courthouse  Plymouth;Crime,Drama;English;Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth; along the way he reconnects with his estranged family.;United States
